"","STNAME","CTYNAME","YEAR","state_po","totalvotes","county_fips","DEMOCRAT","OTHER","REPUBLICAN","winner","percent_rep","age","TOT_POP","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","TOM_MALE","TOM_FEMALE","NH_MALE","NH_FEMALE","H_MALE","H_FEMALE","MINORITY_MALE","MINORITY_FEMALE"
"122","INDIANA","TIPPECANOE",2016,"IN",62515,18157,27282,4465,30768,"R",0.530025839793282,"ages 35-64",56915,28177,28738,25146,25596,1217,1114,119,132,1425,1597,252,290,25956,26802,2221,1936,3031,3142
"123","INDIANA","TIPPECANOE",2016,"IN",62515,18157,27282,4465,30768,"R",0.530025839793282,"ages 65+",20580,8997,11583,8590,11107,142,172,28,24,183,207,52,73,8803,11383,194,200,407,476
"124","INDIANA","TIPPECANOE",2016,"IN",62515,18157,27282,4465,30768,"R",0.530025839793282,"total",190475,97502,92973,80721,79021,4941,5077,349,330,9373,6626,2064,1876,89511,85551,7991,7422,16781,13952
"125","INDIANA","TIPPECANOE",2020,"IN",71448,18157,35017,1850,34581,"D",0.496867726084083,"ages 15-34",80657,43856,36801,33330,29074,2543,2828,148,123,6659,3879,1149,861,40245,33538,3611,3263,10526,7727
"126","INDIANA","TIPPECANOE",2020,"IN",71448,18157,35017,1850,34581,"D",0.496867726084083,"ages 35-64",58440,28919,29521,25331,25868,1482,1447,126,128,1653,1750,306,316,26309,27182,2610,2339,3588,3653
"127","INDIANA","TIPPECANOE",2020,"IN",71448,18157,35017,1850,34581,"D",0.496867726084083,"ages 65+",23936,10558,13378,10031,12721,185,217,31,35,236,310,74,94,10286,13082,272,296,527,657
"128","INDIANA","TIPPECANOE",2020,"IN",71448,18157,35017,1850,34581,"D",0.496867726084083,"total",196115,100092,96023,81898,80514,5875,6175,393,376,9415,6809,2448,2088,90989,87690,9103,8333,18194,15509
"129","KANSAS","JOHNSON",2016,"KS",290090,20091,129852,22748,137490,"R",0.514285073052495,"ages 15-34",152524,77005,75519,64294,63259,4806,4635,415,425,5057,4752,2367,2418,69820,68539,7185,6980,12711,12260
"130","KANSAS","JOHNSON",2016,"KS",290090,20091,129852,22748,137490,"R",0.514285073052495,"ages 35-64",233743,113875,119868,101104,106352,5481,5368,471,440,5474,6282,1288,1389,106792,112774,7083,7094,12771,13516
"131","KANSAS","JOHNSON",2016,"KS",290090,20091,129852,22748,137490,"R",0.514285073052495,"ages 65+",79664,35013,44651,33219,42330,666,987,33,74,923,1074,164,180,34257,43622,756,1029,1794,2321
"132","KANSAS","JOHNSON",2016,"KS",290090,20091,129852,22748,137490,"R",0.514285073052495,"total",586601,287564,299037,249868,260949,14431,14350,1157,1169,14792,15140,7168,7339,265372,277159,22192,21878,37696,38088
"133","KANSAS","JOHNSON",2020,"KS",347214,20091,184259,7324,155631,"D",0.457886375003678,"ages 15-34",156703,79884,76819,65860,63748,5047,4533,453,493,5454,5025,3019,2979,71480,68903,8404,7916,14024,13071
"134","KANSAS","JOHNSON",2020,"KS",347214,20091,184259,7324,155631,"D",0.457886375003678,"ages 35-64",237618,116235,121383,101952,106546,5965,5913,479,418,6249,6936,1532,1529,108124,113178,8111,8205,14283,14837
"135","KANSAS","JOHNSON",2020,"KS",347214,20091,184259,7324,155631,"D",0.457886375003678,"ages 65+",94102,41727,52375,39422,49363,894,1212,50,108,1151,1457,198,227,40695,51033,1032,1342,2305,3012
"136","KANSAS","JOHNSON",2020,"KS",347214,20091,184259,7324,155631,"D",0.457886375003678,"total",607220,298222,308998,256948,267764,15352,15034,1224,1274,16383,16588,8170,8224,273654,284630,24568,24368,41274,41234
"137","KANSAS","RILEY",2016,"KS",21532,20161,9341,2084,10107,"R",0.519693541752365,"ages 15-34",40407,23008,17399,18875,14369,1932,1194,149,144,1293,1041,687,621,21046,15901,1962,1498,4133,3030
"138","KANSAS","RILEY",2016,"KS",21532,20161,9341,2084,10107,"R",0.519693541752365,"ages 35-64",17665,8812,8853,7550,7581,652,486,71,73,357,544,146,152,8222,8194,590,659,1262,1272
"139","KANSAS","RILEY",2016,"KS",21532,20161,9341,2084,10107,"R",0.519693541752365,"ages 65+",6518,2936,3582,2781,3370,73,79,7,10,52,97,18,24,2888,3501,48,81,155,212
"140","KANSAS","RILEY",2016,"KS",21532,20161,9341,2084,10107,"R",0.519693541752365,"total",75374,40276,35098,33427,29415,3119,2199,298,277,1967,1937,1322,1200,36946,32283,3330,2815,6849,5683
"141","KANSAS","RILEY",2020,"KS",25171,20161,12765,796,11610,"D",0.476307692307692,"ages 15-34",36930,20444,16486,16786,13727,1632,1049,148,126,1070,878,753,674,18575,15055,1869,1431,3658,2759
"142","KANSAS","RILEY",2020,"KS",25171,20161,12765,796,11610,"D",0.476307692307692,"ages 35-64",18371,9123,9248,7808,7844,660,533,71,73,371,577,173,205,8414,8496,709,752,1315,1404
"143","KANSAS","RILEY",2020,"KS",25171,20161,12765,796,11610,"D",0.476307692307692,"ages 65+",7541,3428,4113,3208,3823,109,115,16,15,57,131,30,26,3361,4002,67,111,220,290
"144","KANSAS","RILEY",2020,"KS",25171,20161,12765,796,11610,"D",0.476307692307692,"total",73202,38309,34893,31865,29283,2848,2131,281,261,1750,1814,1435,1332,34937,31971,3372,2922,6444,5610
"145","KANSAS","SHAWNEE",2016,"KS",75406,20177,33926,5546,35934,"R",0.514371600343544,"ages 15-34",44902,22315,22587,18102,18193,2184,2251,356,369,494,536,1139,1205,18890,19254,3425,3333,4213,4394
"146","KANSAS","SHAWNEE",2016,"KS",75406,20177,33926,5546,35934,"R",0.514371600343544,"ages 35-64",67507,32641,34866,28317,30251,2795,2796,430,485,463,571,597,734,29572,31797,3069,3069,4324,4615
"147","KANSAS","SHAWNEE",2016,"KS",75406,20177,33926,5546,35934,"R",0.514371600343544,"ages 65+",30426,13364,17062,12355,15736,683,924,109,104,117,173,89,115,12700,16303,664,759,1009,1326
"148","KANSAS","SHAWNEE",2016,"KS",75406,20177,33926,5546,35934,"R",0.514371600343544,"total",178413,86454,91959,72694,77496,7564,7830,1236,1300,1304,1499,3547,3736,75583,81217,10871,10742,13760,14463
"149","KANSAS","SHAWNEE",2020,"KS",85657,20177,43015,2199,40443,"D",0.484591051786527,"ages 15-34",43597,21708,21889,17445,17415,2122,2192,331,379,394,473,1377,1388,18088,18211,3620,3678,4263,4474
"150","KANSAS","SHAWNEE",2020,"KS",85657,20177,43015,2199,40443,"D",0.484591051786527,"ages 35-64",64819,31186,33633,27039,29062,2593,2649,395,484,498,576,622,830,27829,30189,3357,3444,4147,4571
"151","KANSAS","SHAWNEE",2020,"KS",85657,20177,43015,2199,40443,"D",0.484591051786527,"ages 65+",33963,14998,18965,13784,17407,817,1030,107,122,143,234,136,161,14183,18044,815,921,1214,1558
"152","KANSAS","SHAWNEE",2020,"KS",85657,20177,43015,2199,40443,"D",0.484591051786527,"total",175999,85095,90904,71380,76360,7364,7622,1176,1310,1259,1496,3806,4003,73589,79307,11506,11597,13715,14544
"153","MAINE","KENNEBEC",2016,"ME",66208,23011,29302,5231,31675,"R",0.519458156354035,"ages 15-34",28699,14425,14274,13561,13434,214,114,93,79,225,325,320,312,14086,13989,339,285,864,840
"154","MAINE","KENNEBEC",2016,"ME",66208,23011,29302,5231,31675,"R",0.519458156354035,"ages 35-64",50835,24680,26155,23902,25385,199,108,135,158,167,221,271,274,24427,25873,253,282,778,770
"155","MAINE","KENNEBEC",2016,"ME",66208,23011,29302,5231,31675,"R",0.519458156354035,"ages 65+",22580,10289,12291,10145,12111,29,23,24,29,30,49,59,78,10251,12225,38,66,144,180
"156","MAINE","KENNEBEC",2016,"ME",66208,23011,29302,5231,31675,"R",0.519458156354035,"total",121538,59344,62194,56917,59825,533,326,311,314,503,677,1056,1029,58448,61282,896,912,2427,2369
"157","MAINE","KENNEBEC",2020,"ME",72615,23011,34902,2992,34721,"D",0.49870014219439,"ages 15-34",29043,14727,14316,13752,13425,225,138,96,76,234,311,403,360,14339,13966,388,350,975,891
"158","MAINE","KENNEBEC",2020,"ME",72615,23011,34902,2992,34721,"D",0.49870014219439,"ages 35-64",49096,23825,25271,22946,24457,248,120,167,166,171,232,290,285,23495,24908,330,363,879,814
"159","MAINE","KENNEBEC",2020,"ME",72615,23011,34902,2992,34721,"D",0.49870014219439,"ages 65+",25621,11667,13954,11474,13703,44,33,34,43,37,69,74,105,11610,13868,57,86,193,251
"160","MAINE","KENNEBEC",2020,"ME",72615,23011,34902,2992,34721,"D",0.49870014219439,"total",122955,59926,63029,57180,60421,604,389,365,342,533,688,1216,1170,58874,61942,1052,1087,2746,2608
"161","MARYLAND","FREDERICK",2016,"MD",125677,24021,56522,9633,59522,"R",0.512926131467374,"ages 15-34",63095,31944,31151,25734,24916,3627,3306,158,141,1366,1581,1017,1170,28266,27700,3678,3451,6210,6235
"162","MARYLAND","FREDERICK",2016,"MD",125677,24021,56522,9633,59522,"R",0.512926131467374,"ages 35-64",102871,50559,52312,42428,43814,4889,4755,256,235,2289,2691,650,777,46522,48578,4037,3734,8131,8498
"163","MARYLAND","FREDERICK",2016,"MD",125677,24021,56522,9633,59522,"R",0.512926131467374,"ages 65+",34073,15021,19052,13652,17270,798,1099,31,51,423,499,111,129,14649,18502,372,550,1369,1782
"164","MARYLAND","FREDERICK",2016,"MD",125677,24021,56522,9633,59522,"R",0.512926131467374,"total",247269,121686,125583,100058,103243,12111,11910,588,589,5320,6021,3488,3707,110309,114700,11377,10883,21628,22340
"165","MARYLAND","FREDERICK",2020,"MD",145615,24021,77675,4258,63682,"D",0.45050475038378,"ages 15-34",66195,33621,32574,26061,25265,4308,3965,183,155,1680,1726,1361,1430,29277,28333,4344,4241,7560,7309
"166","MARYLAND","FREDERICK",2020,"MD",145615,24021,77675,4258,63682,"D",0.45050475038378,"ages 35-64",107935,53335,54600,43199,44098,6205,5891,290,263,2800,3367,780,939,47802,49533,5533,5067,10136,10502
"167","MARYLAND","FREDERICK",2020,"MD",145615,24021,77675,4258,63682,"D",0.45050475038378,"ages 65+",40522,18006,22516,16180,20156,1027,1399,49,64,582,708,161,181,17446,21682,560,834,1826,2360
"168","MARYLAND","FREDERICK",2020,"MD",145615,24021,77675,4258,63682,"D",0.45050475038378,"total",265161,130696,134465,104071,107541,14903,14528,731,677,6630,7322,4231,4277,116005,120266,14691,14199,26625,26924
"169","MARYLAND","KENT",2016,"MD",10021,24029,4575,570,4876,"R",0.515924240821077,"ages 15-34",4977,2456,2521,1933,2023,386,375,13,6,67,56,56,60,2297,2390,159,131,523,498
"170","MARYLAND","KENT",2016,"MD",10021,24029,4575,570,4876,"R",0.515924240821077,"ages 35-64",7017,3347,3670,2780,2985,501,602,13,7,23,38,29,37,3146,3558,201,112,567,685
"171","MARYLAND","KENT",2016,"MD",10021,24029,4575,570,4876,"R",0.515924240821077,"ages 65+",5075,2278,2797,1999,2386,256,372,3,4,12,20,6,14,2257,2770,21,27,279,411
"172","MARYLAND","KENT",2016,"MD",10021,24029,4575,570,4876,"R",0.515924240821077,"total",19708,9397,10311,7662,8336,1411,1619,32,21,118,133,168,197,8909,9929,488,382,1735,1975
"173","MARYLAND","KENT",2020,"MD",10794,24029,5329,270,5195,"D",0.493633599391866,"ages 15-34",4765,2366,2399,1856,1927,342,336,16,13,81,48,70,74,2211,2275,155,124,510,472
"174","MARYLAND","KENT",2020,"MD",10794,24029,5329,270,5195,"D",0.493633599391866,"ages 35-64",6773,3275,3498,2721,2850,486,559,11,10,25,42,31,35,3043,3375,232,123,554,648
"175","MARYLAND","KENT",2020,"MD",10794,24029,5329,270,5195,"D",0.493633599391866,"ages 65+",5254,2357,2897,2079,2489,242,360,7,5,16,25,11,17,2334,2870,23,27,278,408
"176","MARYLAND","KENT",2020,"MD",10794,24029,5329,270,5195,"D",0.493633599391866,"total",19192,9193,9999,7496,8132,1319,1486,46,33,134,131,193,212,8663,9623,530,376,1697,1867
"177","MARYLAND","TALBOT",2016,"MD",20553,24041,8653,1176,10724,"R",0.553439644939877,"ages 15-34",7210,3621,3589,2871,2818,601,584,10,22,62,74,69,83,3282,3272,339,317,750,771
"178","MARYLAND","TALBOT",2016,"MD",20553,24041,8653,1176,10724,"R",0.553439644939877,"ages 35-64",13914,6446,7468,5414,6273,836,992,30,23,88,121,71,54,6057,7086,389,382,1032,1195
"179","MARYLAND","TALBOT",2016,"MD",20553,24041,8653,1176,10724,"R",0.553439644939877,"ages 65+",10401,4632,5769,4183,5176,394,542,10,5,24,24,20,20,4575,5699,57,70,449,593
"180","MARYLAND","TALBOT",2016,"MD",20553,24041,8653,1176,10724,"R",0.553439644939877,"total",37170,17548,19622,14668,16342,2229,2572,59,69,232,295,318,310,16353,18426,1195,1196,2880,3280
"181","MARYLAND","TALBOT",2020,"MD",22555,24041,11062,547,10946,"D",0.497364594692839,"ages 15-34",7005,3497,3508,2743,2735,580,564,11,22,58,85,96,95,3220,3152,277,356,754,773
"182","MARYLAND","TALBOT",2020,"MD",22555,24041,11062,547,10946,"D",0.497364594692839,"ages 35-64",13227,6159,7068,5136,5914,801,926,39,25,98,117,75,78,5713,6622,446,446,1023,1154
"183","MARYLAND","TALBOT",2020,"MD",22555,24041,11062,547,10946,"D",0.497364594692839,"ages 65+",11265,5004,6261,4494,5575,431,616,14,8,34,33,29,26,4931,6182,73,79,510,686
"184","MARYLAND","TALBOT",2020,"MD",22555,24041,11062,547,10946,"D",0.497364594692839,"total",36972,17499,19473,14545,16167,2207,2529,79,75,248,308,371,359,16207,18124,1292,1349,2954,3306
"185","MICHIGAN","KENT",2016,"MI",308184,26081,138683,21321,148180,"R",0.516553197867972,"ages 15-34",189106,94997,94109,75852,75429,11513,10916,861,766,3479,3565,3205,3362,83190,83141,11807,10968,19145,18680
"186","MICHIGAN","KENT",2016,"MI",308184,26081,138683,21321,148180,"R",0.516553197867972,"ages 35-64",240270,118483,121787,102102,103321,10667,11926,858,861,3278,3874,1481,1707,108721,112549,9762,9238,16381,18466
"187","MICHIGAN","KENT",2016,"MI",308184,26081,138683,21321,148180,"R",0.516553197867972,"ages 65+",82617,36157,46460,33144,42214,2026,2962,98,127,693,870,181,271,34999,45003,1158,1457,3013,4246
"188","MICHIGAN","KENT",2016,"MI",308184,26081,138683,21321,148180,"R",0.516553197867972,"total",644219,317509,326710,262613,269784,33159,34316,2348,2350,9688,10415,9436,9603,283095,293680,34414,33030,54896,56926
"189","MICHIGAN","KENT",2020,"MI",361048,26081,187915,7392,165741,"D",0.46865032687131,"ages 15-34",191980,96834,95146,76151,75224,12196,11330,846,836,3681,3847,3855,3850,83879,82647,12955,12499,20683,19922
"190","MICHIGAN","KENT",2020,"MI",361048,26081,187915,7392,165741,"D",0.46865032687131,"ages 35-64",241079,119099,121980,101337,102524,11191,12080,896,856,3858,4438,1717,1983,108152,111668,10947,10312,17762,19456
"191","MICHIGAN","KENT",2020,"MI",361048,26081,187915,7392,165741,"D",0.46865032687131,"ages 65+",95704,42603,53101,38892,47851,2497,3608,122,143,800,1118,265,358,41086,51263,1517,1838,3711,5250
"192","MICHIGAN","KENT",2020,"MI",361048,26081,187915,7392,165741,"D",0.46865032687131,"total",658708,325207,333501,266289,273211,34978,35568,2364,2391,10739,11561,10531,10519,288268,297639,36939,35862,58918,60290
"193","MICHIGAN","LEELANAU",2016,"MI",14757,26089,6774,744,7239,"R",0.516591736244915,"ages 15-34",3925,1998,1927,1800,1667,19,17,115,124,19,26,42,92,1855,1776,143,151,198,260
"194","MICHIGAN","LEELANAU",2016,"MI",14757,26089,6774,744,7239,"R",0.516591736244915,"ages 35-64",8446,4098,4348,3912,4111,17,18,115,148,13,17,41,54,3965,4243,133,105,186,237
"195","MICHIGAN","LEELANAU",2016,"MI",14757,26089,6774,744,7239,"R",0.516591736244915,"ages 65+",6272,3013,3259,2957,3179,3,12,30,38,6,11,17,19,2985,3234,28,25,56,80
"196","MICHIGAN","LEELANAU",2016,"MI",14757,26089,6774,744,7239,"R",0.516591736244915,"total",21508,10577,10931,9945,10141,52,67,368,419,56,69,153,233,10137,10512,440,419,632,790
"197","MICHIGAN","LEELANAU",2020,"MI",16900,26089,8795,189,7916,"D",0.473699958111424,"ages 15-34",3740,1915,1825,1726,1589,24,23,99,103,15,23,47,86,1756,1660,159,165,189,236
"198","MICHIGAN","LEELANAU",2020,"MI",16900,26089,8795,189,7916,"D",0.473699958111424,"ages 35-64",8034,3879,4155,3670,3911,20,25,122,137,14,18,52,62,3727,4034,152,121,209,244
"199","MICHIGAN","LEELANAU",2020,"MI",16900,26089,8795,189,7916,"D",0.473699958111424,"ages 65+",7238,3502,3736,3425,3632,9,12,37,59,10,16,20,17,3466,3698,36,38,77,104
"200","MICHIGAN","LEELANAU",2020,"MI",16900,26089,8795,189,7916,"D",0.473699958111424,"total",21743,10673,11070,9994,10291,64,81,357,382,61,69,190,239,10199,10615,474,455,679,779
"201","MICHIGAN","SAGINAW",2016,"MI",94320,26145,44396,4455,45469,"R",0.505970066210427,"ages 15-34",49848,25202,24646,18301,17559,5511,5620,172,137,474,555,732,755,22774,22115,2428,2531,6901,7087
"202","MICHIGAN","SAGINAW",2016,"MI",94320,26145,44396,4455,45469,"R",0.505970066210427,"ages 35-64",73556,35485,38071,28734,29949,5782,7065,181,217,461,467,310,356,33213,35486,2272,2585,6751,8122
"203","MICHIGAN","SAGINAW",2016,"MI",94320,26145,44396,4455,45469,"R",0.505970066210427,"ages 65+",35236,15409,19827,13168,16824,1979,2696,45,59,116,144,92,97,14688,18926,721,901,2241,3003
"204","MICHIGAN","SAGINAW",2016,"MI",94320,26145,44396,4455,45469,"R",0.505970066210427,"total",192636,93578,99058,71880,75224,17649,19606,519,519,1276,1375,2208,2279,85582,90663,7996,8395,21698,23834
"205","MICHIGAN","SAGINAW",2020,"MI",103349,26145,51088,1476,50785,"D",0.498512854240083,"ages 15-34",48919,24714,24205,17848,17165,5423,5495,172,147,426,472,827,910,21978,21569,2736,2636,6866,7040
"206","MICHIGAN","SAGINAW",2020,"MI",103349,26145,51088,1476,50785,"D",0.498512854240083,"ages 35-64",69491,33805,35686,27242,27901,5530,6673,185,214,491,493,342,388,31507,33090,2298,2596,6563,7785
"207","MICHIGAN","SAGINAW",2020,"MI",103349,26145,51088,1476,50785,"D",0.498512854240083,"ages 65+",38240,16728,21512,14191,18033,2216,3096,60,82,143,164,109,127,15907,20481,821,1031,2537,3479
"208","MICHIGAN","SAGINAW",2020,"MI",103349,26145,51088,1476,50785,"D",0.498512854240083,"total",189868,92304,97564,70521,73761,17478,19349,543,545,1279,1341,2430,2509,83931,88877,8373,8687,21783,23803
"209","MINNESOTA","BLUE EARTH",2016,"MN",33593,27013,14428,3498,15667,"R",0.520584814753281,"ages 15-34",25912,13349,12563,11717,11231,718,581,41,48,601,419,266,271,12722,12097,627,466,1632,1332
"210","MINNESOTA","BLUE EARTH",2016,"MN",33593,27013,14428,3498,15667,"R",0.520584814753281,"ages 35-64",20735,10474,10261,9934,9717,276,232,49,39,152,204,56,67,10171,10024,303,237,540,544
"211","MINNESOTA","BLUE EARTH",2016,"MN",33593,27013,14428,3498,15667,"R",0.520584814753281,"ages 65+",8765,3901,4864,3817,4784,33,28,6,6,37,34,8,12,3871,4820,30,44,84,80
"212","MINNESOTA","BLUE EARTH",2016,"MN",33593,27013,14428,3498,15667,"R",0.520584814753281,"total",66398,33468,32930,30461,30291,1390,1166,121,115,868,729,611,608,32174,31901,1294,1029,3007,2639
"213","MINNESOTA","BLUE EARTH",2020,"MN",36051,27013,18330,990,16731,"D",0.477196885428254,"ages 15-34",25811,13127,12684,11309,11161,793,683,64,50,613,414,336,364,12381,12127,746,557,1818,1523
"214","MINNESOTA","BLUE EARTH",2020,"MN",36051,27013,18330,990,16731,"D",0.477196885428254,"ages 35-64",21080,10642,10438,9931,9706,405,370,55,42,162,223,79,90,10236,10141,406,297,711,732
"215","MINNESOTA","BLUE EARTH",2020,"MN",36051,27013,18330,990,16731,"D",0.477196885428254,"ages 65+",10057,4563,5494,4428,5377,67,34,6,12,46,55,16,16,4507,5444,56,50,135,117
"216","MINNESOTA","BLUE EARTH",2020,"MN",36051,27013,18330,990,16731,"D",0.477196885428254,"total",68241,34217,34024,30605,30823,1703,1485,165,128,931,785,787,779,32641,32802,1576,1222,3612,3201
"217","MINNESOTA","CLAY",2016,"MN",29398,27027,12971,2884,13543,"R",0.51078675416761,"ages 15-34",20786,10211,10575,9102,9437,494,378,162,212,225,223,214,317,9690,10084,521,491,1109,1138
"218","MINNESOTA","CLAY",2016,"MN",29398,27027,12971,2884,13543,"R",0.51078675416761,"ages 35-64",21364,10782,10582,10088,10084,267,150,145,133,130,111,148,98,10434,10250,348,332,694,498
"219","MINNESOTA","CLAY",2016,"MN",29398,27027,12971,2884,13543,"R",0.51078675416761,"ages 65+",8050,3550,4500,3471,4415,18,12,21,20,29,32,10,20,3508,4468,42,32,79,85
"220","MINNESOTA","CLAY",2016,"MN",29398,27027,12971,2884,13543,"R",0.51078675416761,"total",63090,31115,31975,28302,29374,1114,824,541,549,433,444,702,765,29696,30573,1419,1402,2813,2601
"221","MINNESOTA","CLAY",2020,"MN",32239,27027,16357,839,15043,"D",0.479076433121019,"ages 15-34",20314,9876,10438,8596,9040,655,561,148,204,198,249,267,379,9334,9891,542,547,1280,1398
"222","MINNESOTA","CLAY",2020,"MN",32239,27027,16357,839,15043,"D",0.479076433121019,"ages 35-64",21807,11076,10731,10156,9999,447,330,162,155,144,119,158,119,10685,10352,391,379,920,732
"223","MINNESOTA","CLAY",2020,"MN",32239,27027,16357,839,15043,"D",0.479076433121019,"ages 65+",8975,4072,4903,3943,4790,38,20,32,34,35,27,23,31,4014,4846,58,57,129,113
"224","MINNESOTA","CLAY",2020,"MN",32239,27027,16357,839,15043,"D",0.479076433121019,"total",64690,32013,32677,28425,29306,1683,1430,585,574,447,482,845,866,30454,31116,1559,1561,3588,3371
"225","MINNESOTA","NICOLLET",2016,"MN",18097,27103,7886,1774,8437,"R",0.516878024872879,"ages 15-34",10053,5099,4954,4652,4523,214,180,40,18,103,136,86,96,4801,4732,298,222,447,431
"226","MINNESOTA","NICOLLET",2016,"MN",18097,27103,7886,1774,8437,"R",0.516878024872879,"ages 35-64",12368,6363,6005,6005,5736,199,136,51,18,74,77,34,37,6130,5811,233,194,358,269
"227","MINNESOTA","NICOLLET",2016,"MN",18097,27103,7886,1774,8437,"R",0.516878024872879,"ages 65+",5125,2381,2744,2345,2702,11,10,6,3,13,19,6,10,2359,2723,22,21,36,42
"228","MINNESOTA","NICOLLET",2016,"MN",18097,27103,7886,1774,8437,"R",0.516878024872879,"total",33766,17006,16760,15784,15608,581,515,117,54,241,293,277,285,16245,16075,761,685,1222,1152
"229","MINNESOTA","NICOLLET",2020,"MN",19125,27103,9622,485,9018,"D",0.483798283261803,"ages 15-34",10005,5017,4988,4504,4425,247,281,31,23,128,126,105,131,4680,4717,337,271,513,563
"230","MINNESOTA","NICOLLET",2020,"MN",19125,27103,9622,485,9018,"D",0.483798283261803,"ages 35-64",12499,6465,6034,6020,5664,261,199,63,31,79,92,42,48,6159,5804,306,230,445,370
"231","MINNESOTA","NICOLLET",2020,"MN",19125,27103,9622,485,9018,"D",0.483798283261803,"ages 65+",5775,2702,3073,2652,3019,18,12,8,3,18,28,6,11,2670,3038,32,35,50,54
"232","MINNESOTA","NICOLLET",2020,"MN",19125,27103,9622,485,9018,"D",0.483798283261803,"total",34482,17323,17159,15938,15703,728,732,125,76,262,294,267,350,16393,16350,930,809,1385,1456
"233","MINNESOTA","WINONA",2016,"MN",26074,27169,11366,2586,12122,"R",0.516093324250681,"ages 15-34",18088,8987,9101,8113,8295,232,193,51,31,482,451,109,129,8651,8810,336,291,874,806
"234","MINNESOTA","WINONA",2016,"MN",26074,27169,11366,2586,12122,"R",0.516093324250681,"ages 35-64",17229,8756,8473,8478,8165,104,81,35,38,98,128,39,58,8549,8333,207,140,278,308
"235","MINNESOTA","WINONA",2016,"MN",26074,27169,11366,2586,12122,"R",0.516093324250681,"ages 65+",8058,3691,4367,3643,4316,4,2,8,3,22,36,14,10,3657,4338,34,29,48,51
"236","MINNESOTA","WINONA",2016,"MN",26074,27169,11366,2586,12122,"R",0.516093324250681,"total",50912,25260,25652,23693,24090,448,417,120,85,670,698,327,357,24460,24992,800,660,1567,1562
"237","MINNESOTA","WINONA",2020,"MN",27173,27169,13333,613,13227,"D",0.498004518072289,"ages 15-34",17166,8538,8628,7675,7838,228,196,48,29,464,421,123,141,8194,8332,344,296,863,790
"238","MINNESOTA","WINONA",2020,"MN",27173,27169,13333,613,13227,"D",0.498004518072289,"ages 35-64",16754,8442,8312,8134,7965,112,114,34,44,108,131,51,54,8200,8133,242,179,308,347
"239","MINNESOTA","WINONA",2020,"MN",27173,27169,13333,613,13227,"D",0.498004518072289,"ages 65+",9218,4307,4911,4236,4834,14,8,6,9,33,42,18,18,4265,4878,42,33,71,77
"240","MINNESOTA","WINONA",2020,"MN",27173,27169,13333,613,13227,"D",0.498004518072289,"total",50485,25037,25448,23411,23861,474,454,123,99,675,666,351,361,24155,24722,882,726,1626,1587
"241","MISSISSIPPI","WARREN",2016,"MS",19416,28149,9284,365,9767,"R",0.512676499921264,"ages 15-34",11792,5692,6100,2526,2486,3050,3493,24,18,38,46,52,56,5545,5942,147,158,3166,3614
"242","MISSISSIPPI","WARREN",2016,"MS",19416,28149,9284,365,9767,"R",0.512676499921264,"ages 35-64",18470,8740,9730,4635,4747,3929,4789,38,33,78,105,57,54,8595,9565,145,165,4105,4983
"243","MISSISSIPPI","WARREN",2016,"MS",19416,28149,9284,365,9767,"R",0.512676499921264,"ages 65+",7299,3165,4134,2153,2635,948,1432,13,11,27,43,22,13,3131,4099,34,35,1012,1499
"244","MISSISSIPPI","WARREN",2016,"MS",19416,28149,9284,365,9767,"R",0.512676499921264,"total",47017,22389,24628,11257,11685,10644,12426,84,75,174,224,223,214,21934,24134,455,494,11132,12943
"245","MISSISSIPPI","WARREN",2020,"MS",21053,28149,10442,246,10365,"D",0.498149661171721,"ages 15-34",10900,5303,5597,2377,2320,2810,3153,18,16,39,50,58,55,5172,5464,131,133,2926,3277
"246","MISSISSIPPI","WARREN",2020,"MS",21053,28149,10442,246,10365,"D",0.498149661171721,"ages 35-64",17095,8071,9024,4162,4248,3749,4613,38,32,69,76,49,53,7880,8864,191,160,3909,4776
"247","MISSISSIPPI","WARREN",2020,"MS",21053,28149,10442,246,10365,"D",0.498149661171721,"ages 65+",8068,3530,4538,2286,2745,1173,1708,19,18,25,51,25,16,3487,4489,43,49,1244,1793
"248","MISSISSIPPI","WARREN",2020,"MS",21053,28149,10442,246,10365,"D",0.498149661171721,"total",44841,21391,23450,10697,11010,10218,11919,81,78,164,202,224,235,20904,22981,487,469,10694,12440
"249","MONTANA","BLAINE",2016,"MT",2684,30005,1202,214,1268,"R",0.51336032388664,"ages 15-34",1711,867,844,317,325,2,3,520,498,6,1,22,17,826,821,41,23,550,519
"250","MONTANA","BLAINE",2016,"MT",2684,30005,1202,214,1268,"R",0.51336032388664,"ages 35-64",2323,1191,1132,678,608,6,1,473,494,4,1,30,27,1126,1113,65,19,513,524
"251","MONTANA","BLAINE",2016,"MT",2684,30005,1202,214,1268,"R",0.51336032388664,"ages 65+",978,430,548,325,378,1,0,97,160,1,0,6,10,426,541,4,7,105,170
"252","MONTANA","BLAINE",2016,"MT",2684,30005,1202,214,1268,"R",0.51336032388664,"total",6716,3360,3356,1610,1596,10,5,1647,1660,11,6,82,88,3220,3275,140,81,1750,1760
