"","STNAME","CTYNAME","YEAR","state_po","totalvotes","county_fips","DEMOCRAT","OTHER","REPUBLICAN","winner","percent_rep","age","TOT_POP","TOT_MALE","TOT_FEMALE","WA_MALE","WA_FEMALE","BA_MALE","BA_FEMALE","IA_MALE","IA_FEMALE","AA_MALE","AA_FEMALE","TOM_MALE","TOM_FEMALE","NH_MALE","NH_FEMALE","H_MALE","H_FEMALE","MINORITY_MALE","MINORITY_FEMALE"
"253","MONTANA","BLAINE",2020,"MT",3117,30005,1589,59,1469,"D",0.480379332897318,"ages 15-34",1686,880,806,299,283,3,3,548,495,5,2,25,23,833,782,47,24,581,523
"254","MONTANA","BLAINE",2020,"MT",3117,30005,1589,59,1469,"D",0.480379332897318,"ages 35-64",2194,1116,1078,591,544,7,3,484,497,3,1,31,32,1049,1055,67,23,525,534
"255","MONTANA","BLAINE",2020,"MT",3117,30005,1589,59,1469,"D",0.480379332897318,"ages 65+",1049,468,581,336,376,2,1,120,192,1,0,9,12,464,574,4,7,132,205
"256","MONTANA","BLAINE",2020,"MT",3117,30005,1589,59,1469,"D",0.480379332897318,"total",6568,3302,3266,1487,1477,17,9,1701,1677,9,6,88,96,3149,3187,153,79,1815,1789
"257","NEW HAMPSHIRE","CARROLL",2016,"NH",29616,33003,12987,1994,14635,"R",0.52983129389617,"ages 15-34",8743,4494,4249,4321,4097,47,35,25,10,23,39,75,67,4404,4152,90,97,173,152
"258","NEW HAMPSHIRE","CARROLL",2016,"NH",29616,33003,12987,1994,14635,"R",0.52983129389617,"ages 35-64",19993,9732,10261,9525,9980,42,36,26,44,46,103,89,93,9646,10137,86,124,207,281
"259","NEW HAMPSHIRE","CARROLL",2016,"NH",29616,33003,12987,1994,14635,"R",0.52983129389617,"ages 65+",12528,6113,6415,6019,6337,15,7,16,16,31,25,31,29,6084,6380,29,35,94,78
"260","NEW HAMPSHIRE","CARROLL",2016,"NH",29616,33003,12987,1994,14635,"R",0.52983129389617,"total",47527,23650,23877,23012,23239,129,105,78,84,119,190,304,252,23349,23532,301,345,638,638
"261","NEW HAMPSHIRE","CARROLL",2020,"NH",33221,33003,16649,422,16150,"D",0.492393060764048,"ages 15-34",8767,4545,4222,4341,4035,63,49,16,13,43,51,79,74,4434,4112,111,110,204,187
"262","NEW HAMPSHIRE","CARROLL",2020,"NH",33221,33003,16649,422,16150,"D",0.492393060764048,"ages 35-64",19792,9581,10211,9337,9898,60,57,40,43,58,104,83,103,9451,10044,130,167,244,313
"263","NEW HAMPSHIRE","CARROLL",2020,"NH",33221,33003,16649,422,16150,"D",0.492393060764048,"ages 65+",14571,7103,7468,6978,7343,21,16,22,24,40,39,41,45,7070,7429,33,39,125,125
"264","NEW HAMPSHIRE","CARROLL",2020,"NH",33221,33003,16649,422,16150,"D",0.492393060764048,"total",49167,24373,24794,23612,24019,176,163,91,97,165,216,322,292,23995,24385,378,409,761,775
"265","NEW HAMPSHIRE","HILLSBOROUGH",2016,"NH",214157,33011,99589,14555,100013,"R",0.501062113606076,"ages 15-34",107093,54989,52104,48416,45977,1949,1721,202,147,3046,2891,1322,1327,50141,47581,4848,4523,6573,6127
"266","NEW HAMPSHIRE","HILLSBOROUGH",2016,"NH",214157,33011,99589,14555,100013,"R",0.501062113606076,"ages 35-64",173303,86371,86932,79280,80383,2475,1798,253,250,3393,3575,922,882,82214,82771,4157,4161,7091,6549
"267","NEW HAMPSHIRE","HILLSBOROUGH",2016,"NH",214157,33011,99589,14555,100013,"R",0.501062113606076,"ages 65+",60661,27106,33555,25992,32300,292,293,61,47,601,744,154,165,26541,32848,565,707,1114,1255
"268","NEW HAMPSHIRE","HILLSBOROUGH",2016,"NH",214157,33011,99589,14555,100013,"R",0.501062113606076,"total",411591,204630,206961,184599,187981,6334,5270,664,563,8857,9052,4035,3976,190976,193777,13654,13184,20031,18980
"269","NEW HAMPSHIRE","HILLSBOROUGH",2020,"NH",230941,33011,122344,3972,104625,"D",0.460966035009186,"ages 15-34",109991,56815,53176,49244,46454,2435,2124,218,185,3223,2832,1640,1534,51070,47918,5745,5258,7571,6722
"270","NEW HAMPSHIRE","HILLSBOROUGH",2020,"NH",230941,33011,122344,3972,104625,"D",0.460966035009186,"ages 35-64",170864,85255,85609,77032,78208,3058,2206,296,236,3743,3935,1069,976,79893,80563,5362,5046,8223,7401
"271","NEW HAMPSHIRE","HILLSBOROUGH",2020,"NH",230941,33011,122344,3972,104625,"D",0.460966035009186,"ages 65+",69907,31549,38358,30153,36648,377,384,76,65,743,1026,190,227,30842,37440,707,918,1396,1710
"272","NEW HAMPSHIRE","HILLSBOROUGH",2020,"NH",230941,33011,122344,3972,104625,"D",0.460966035009186,"total",418735,208477,210258,185813,189186,7667,6330,760,588,9557,9627,4522,4386,191980,194754,16497,15504,22664,21072
"273","NEW HAMPSHIRE","ROCKINGHAM",2016,"NH",181434,33015,79994,10993,90447,"R",0.530664570144508,"ages 15-34",70795,36542,34253,34356,32113,522,383,135,88,791,998,715,654,34867,32949,1675,1304,2186,2140
"274","NEW HAMPSHIRE","ROCKINGHAM",2016,"NH",181434,33015,79994,10993,90447,"R",0.530664570144508,"ages 35-64",134826,66500,68326,63711,65494,733,492,147,144,1310,1659,577,504,65041,66818,1459,1508,2789,2832
"275","NEW HAMPSHIRE","ROCKINGHAM",2016,"NH",181434,33015,79994,10993,90447,"R",0.530664570144508,"ages 65+",50391,23013,27378,22506,26814,125,122,35,27,229,298,117,115,22848,27117,165,261,507,564
"276","NEW HAMPSHIRE","ROCKINGHAM",2016,"NH",181434,33015,79994,10993,90447,"R",0.530664570144508,"total",304748,150892,153856,143521,146519,1709,1268,358,307,2941,3568,2310,2128,146436,149687,4456,4169,7371,7337
"277","NEW HAMPSHIRE","ROCKINGHAM",2020,"NH",198798,33015,100064,2876,95858,"D",0.489266136523719,"ages 15-34",72155,37322,34833,34873,32505,576,414,125,90,840,1053,884,750,35363,33287,1959,1546,2449,2328
"278","NEW HAMPSHIRE","ROCKINGHAM",2020,"NH",198798,33015,100064,2876,95858,"D",0.489266136523719,"ages 35-64",132499,65419,67080,62153,63760,1002,633,156,159,1452,1905,617,592,63331,65165,2088,1915,3266,3320
"279","NEW HAMPSHIRE","ROCKINGHAM",2020,"NH",198798,33015,100064,2876,95858,"D",0.489266136523719,"ages 65+",59581,27344,32237,26673,31476,160,161,48,45,305,402,152,145,27096,31884,248,353,671,761
"280","NEW HAMPSHIRE","ROCKINGHAM",2020,"NH",198798,33015,100064,2876,95858,"D",0.489266136523719,"total",311307,154153,157154,145846,148916,2105,1503,388,348,3243,3996,2491,2309,148539,152132,5614,5022,8307,8238
"281","NEW HAMPSHIRE","SULLIVAN",2016,"NH",22683,33019,10210,1677,10796,"R",0.513948395696468,"ages 15-34",9207,4688,4519,4492,4308,52,39,19,26,49,59,73,87,4566,4427,122,92,196,211
"282","NEW HAMPSHIRE","SULLIVAN",2016,"NH",22683,33019,10210,1677,10796,"R",0.513948395696468,"ages 35-64",18362,9149,9213,8868,8945,77,48,43,34,51,90,109,94,9049,9121,100,92,281,268
"283","NEW HAMPSHIRE","SULLIVAN",2016,"NH",22683,33019,10210,1677,10796,"R",0.513948395696468,"ages 65+",8735,4011,4724,3941,4644,11,11,10,5,11,29,38,35,3993,4703,18,21,70,80
"284","NEW HAMPSHIRE","SULLIVAN",2016,"NH",22683,33019,10210,1677,10796,"R",0.513948395696468,"total",43088,21246,21842,20499,21069,169,127,81,78,148,245,345,319,20908,21539,338,303,747,773
"285","NEW HAMPSHIRE","SULLIVAN",2020,"NH",24380,33019,12390,482,11508,"D",0.481546572934974,"ages 15-34",9335,4843,4492,4606,4232,67,25,22,24,68,110,77,100,4693,4378,150,114,237,260
"286","NEW HAMPSHIRE","SULLIVAN",2020,"NH",24380,33019,12390,482,11508,"D",0.481546572934974,"ages 35-64",17633,8755,8878,8431,8574,96,51,52,47,69,103,106,102,8609,8743,146,135,324,304
"287","NEW HAMPSHIRE","SULLIVAN",2020,"NH",24380,33019,12390,482,11508,"D",0.481546572934974,"ages 65+",9913,4598,5315,4483,5219,19,15,10,6,26,36,60,39,4572,5288,26,27,115,96
"288","NEW HAMPSHIRE","SULLIVAN",2020,"NH",24380,33019,12390,482,11508,"D",0.481546572934974,"total",43267,21468,21799,20546,20930,218,122,101,90,194,277,402,376,21046,21414,422,385,922,869
"289","NEW JERSEY","GLOUCESTER",2016,"NJ",139542,34015,66870,5128,67544,"R",0.502507179311679,"ages 15-34",73868,37496,36372,30774,29494,4515,4591,119,106,1127,1211,924,944,34451,33604,3045,2768,6722,6878
"290","NEW JERSEY","GLOUCESTER",2016,"NJ",139542,34015,66870,5128,67544,"R",0.502507179311679,"ages 35-64",120662,57966,62696,50022,53055,5608,6770,138,144,1598,1985,565,711,55228,59838,2738,2858,7944,9641
"291","NEW JERSEY","GLOUCESTER",2016,"NJ",139542,34015,66870,5128,67544,"R",0.502507179311679,"ages 65+",43527,18918,24609,16838,21627,1461,2193,49,56,452,605,111,122,18539,24148,379,461,2080,2982
"292","NEW JERSEY","GLOUCESTER",2016,"NJ",139542,34015,66870,5128,67544,"R",0.502507179311679,"total",290795,141278,149517,118819,124400,14895,16744,383,410,4050,4628,3024,3243,132491,140919,8787,8598,22459,25117
"293","NEW JERSEY","GLOUCESTER",2020,"NJ",172654,34015,86702,2612,83340,"D",0.490114207078251,"ages 15-34",74178,37927,36251,30464,28958,4930,4848,140,92,1249,1234,1104,1091,34431,33032,3496,3219,7463,7293
"294","NEW JERSEY","GLOUCESTER",2020,"NJ",172654,34015,86702,2612,83340,"D",0.490114207078251,"ages 35-64",118859,57150,61709,48676,51572,5887,7033,147,155,1728,2121,665,786,53720,58176,3430,3533,8474,10137
"295","NEW JERSEY","GLOUCESTER",2020,"NJ",172654,34015,86702,2612,83340,"D",0.490114207078251,"ages 65+",49177,21524,27653,19021,24076,1729,2578,63,71,559,759,143,161,20958,26985,566,668,2503,3577
"296","NEW JERSEY","GLOUCESTER",2020,"NJ",172654,34015,86702,2612,83340,"D",0.490114207078251,"total",293245,142639,150606,118258,123922,15992,17692,460,420,4408,4904,3397,3557,132284,140409,10355,10197,24381,26684
"297","NEW JERSEY","MORRIS",2016,"NJ",250416,34027,115249,9096,126071,"R",0.522422509530913,"ages 15-34",116230,59516,56714,48960,46329,2721,2497,256,205,6187,6356,1345,1298,49448,47831,10068,8883,10556,10385
"298","NEW JERSEY","MORRIS",2016,"NJ",250416,34027,115249,9096,126071,"R",0.522422509530913,"ages 35-64",211538,103664,107874,88088,90649,3756,4000,287,278,10543,11784,956,1127,90527,94513,13137,13361,15576,17225
"299","NEW JERSEY","MORRIS",2016,"NJ",250416,34027,115249,9096,126071,"R",0.522422509530913,"ages 65+",80269,35038,45231,31260,40527,785,1267,46,49,2756,3109,186,270,33291,42857,1747,2374,3778,4704
"300","NEW JERSEY","MORRIS",2016,"NJ",250416,34027,115249,9096,126071,"R",0.522422509530913,"total",493831,242385,251446,203352,210606,8842,9221,781,742,24883,26294,4413,4486,210155,219925,32230,31521,39033,40840
"301","NEW JERSEY","MORRIS",2020,"NJ",299322,34027,153881,4307,141134,"D",0.478396013762012,"ages 15-34",116424,59595,56829,48355,45980,2802,2555,197,175,6589,6541,1617,1542,49702,47618,9893,9211,11240,10849
"302","NEW JERSEY","MORRIS",2020,"NJ",299322,34027,153881,4307,141134,"D",0.478396013762012,"ages 35-64",205352,101225,104127,84149,85774,4082,4170,354,345,11514,12595,1082,1196,86608,89571,14617,14556,17076,18353
"303","NEW JERSEY","MORRIS",2020,"NJ",299322,34027,153881,4307,141134,"D",0.478396013762012,"ages 65+",88146,39050,49096,34465,43386,903,1450,59,68,3374,3858,239,326,36704,45996,2346,3100,4585,5710
"304","NEW JERSEY","MORRIS",2020,"NJ",299322,34027,153881,4307,141134,"D",0.478396013762012,"total",491087,241679,249408,199321,205680,9599,9755,861,810,26949,28122,4814,4909,207136,215293,34543,34115,42358,43728
"305","NEW YORK","BROOME",2016,"NY",86072,36007,39212,5917,40943,"R",0.510797829205914,"ages 15-34",56638,29064,27574,23344,21886,2282,2331,54,80,2460,2294,900,953,27388,25891,1676,1683,5720,5688
"306","NEW YORK","BROOME",2016,"NY",86072,36007,39212,5917,40943,"R",0.510797829205914,"ages 35-64",71215,35211,36004,31923,32657,1739,1679,107,106,942,1097,486,449,34278,35070,933,934,3288,3347
"307","NEW YORK","BROOME",2016,"NY",86072,36007,39212,5917,40943,"R",0.510797829205914,"ages 65+",35702,15403,20299,14659,19514,344,332,30,24,272,313,95,112,15224,20101,179,198,744,785
"308","NEW YORK","BROOME",2016,"NY",86072,36007,39212,5917,40943,"R",0.510797829205914,"total",194575,95719,98856,82722,85892,5790,5735,222,265,4199,4155,2724,2750,91667,94879,4052,3977,12997,12964
"309","NEW YORK","BROOME",2020,"NY",93494,36007,47010,2684,43800,"D",0.482325735051206,"ages 15-34",54811,28295,26516,22330,20685,2513,2453,52,72,2314,2200,1060,1082,26431,24730,1864,1786,5965,5831
"310","NEW YORK","BROOME",2020,"NY",93494,36007,47010,2684,43800,"D",0.482325735051206,"ages 35-64",67092,33024,34068,29474,30369,1840,1885,119,112,1040,1152,536,526,31987,32976,1037,1092,3550,3699
"311","NEW YORK","BROOME",2020,"NY",93494,36007,47010,2684,43800,"D",0.482325735051206,"ages 65+",37570,16572,20998,15667,19998,413,429,34,31,333,392,119,144,16330,20734,242,264,905,1000
"312","NEW YORK","BROOME",2020,"NY",93494,36007,47010,2684,43800,"D",0.482325735051206,"total",189420,93377,96043,79517,82298,6217,6222,253,256,4264,4240,3055,2967,88919,91685,4458,4358,13860,13745
"313","NEW YORK","ESSEX",2016,"NY",17218,36031,7762,1498,7958,"R",0.506234096692112,"ages 15-34",8522,4821,3701,4102,3523,518,41,74,15,54,56,71,65,4390,3623,431,78,719,178
"314","NEW YORK","ESSEX",2016,"NY",17218,36031,7762,1498,7958,"R",0.506234096692112,"ages 35-64",15881,8214,7667,7586,7492,425,30,55,25,50,58,92,59,7883,7563,331,104,628,175
"315","NEW YORK","ESSEX",2016,"NY",17218,36031,7762,1498,7958,"R",0.506234096692112,"ages 65+",8289,3903,4386,3835,4311,18,9,9,13,11,19,30,33,3876,4352,27,34,68,75
"316","NEW YORK","ESSEX",2016,"NY",17218,36031,7762,1498,7958,"R",0.506234096692112,"total",37695,19520,18175,17986,17625,984,106,146,60,123,149,270,229,18646,17891,874,284,1534,550
"317","NEW YORK","ESSEX",2020,"NY",19470,36031,9947,547,8976,"D",0.474343391639803,"ages 15-34",8024,4551,3473,3899,3312,470,34,63,20,42,45,73,60,4137,3363,414,110,652,161
"318","NEW YORK","ESSEX",2020,"NY",19470,36031,9947,547,8976,"D",0.474343391639803,"ages 35-64",15016,7770,7246,7180,7063,400,33,46,26,54,71,83,51,7446,7124,324,122,590,183
"319","NEW YORK","ESSEX",2020,"NY",19470,36031,9947,547,8976,"D",0.474343391639803,"ages 65+",9243,4395,4848,4296,4749,23,15,18,17,16,16,42,48,4355,4807,40,41,99,99
"320","NEW YORK","ESSEX",2020,"NY",19470,36031,9947,547,8976,"D",0.474343391639803,"total",36891,19033,17858,17560,17278,913,110,140,70,125,150,282,241,18184,17519,849,339,1473,580
"321","NEW YORK","RENSSELAER",2016,"NY",71562,36083,32717,5119,33726,"R",0.50759297442921,"ages 15-34",44168,23126,21042,19028,17380,2099,2069,94,82,1178,870,711,630,21724,19634,1402,1408,4098,3662
"322","NEW YORK","RENSSELAER",2016,"NY",71562,36083,32717,5119,33726,"R",0.50759297442921,"ages 35-64",63426,30795,32631,27959,29383,1786,2105,107,104,616,644,315,387,29823,31523,972,1108,2836,3248
"323","NEW YORK","RENSSELAER",2016,"NY",71562,36083,32717,5119,33726,"R",0.50759297442921,"ages 65+",25728,11373,14355,10837,13639,335,464,31,24,91,151,75,70,11238,14191,135,164,536,716
"324","NEW YORK","RENSSELAER",2016,"NY",71562,36083,32717,5119,33726,"R",0.50759297442921,"total",159311,78581,80730,68201,70291,5810,6174,269,253,2278,2021,1979,1959,74792,76818,3789,3912,10380,10439
"325","NEW YORK","RENSSELAER",2020,"NY",79962,36083,40969,2493,36500,"D",0.471156204417251,"ages 15-34",42940,22326,20614,18075,16565,2185,2306,83,78,1176,866,790,791,20750,19089,1576,1525,4251,4049
"326","NEW YORK","RENSSELAER",2020,"NY",79962,36083,40969,2493,36500,"D",0.471156204417251,"ages 35-64",61477,29925,31552,26697,27991,2029,2315,90,106,749,730,344,394,28738,30174,1187,1378,3228,3561
"327","NEW YORK","RENSSELAER",2020,"NY",79962,36083,40969,2493,36500,"D",0.471156204417251,"ages 65+",28589,12874,15715,12192,14870,427,535,52,36,106,181,93,87,12695,15501,179,214,682,845
"328","NEW YORK","RENSSELAER",2020,"NY",79962,36083,40969,2493,36500,"D",0.471156204417251,"total",158108,78077,80031,66967,68796,6250,6668,255,276,2440,2138,2113,2113,73920,75666,4157,4365,11110,11235
"329","NEW YORK","SARATOGA",2016,"NY",114094,36091,50913,8606,54575,"R",0.51735742454118,"ages 15-34",54806,28370,26436,25722,24168,780,588,99,68,978,990,761,611,26996,25255,1374,1181,2648,2268
"330","NEW YORK","SARATOGA",2016,"NY",114094,36091,50913,8606,54575,"R",0.51735742454118,"ages 35-64",95568,47130,48438,44419,45923,893,710,124,105,1223,1270,461,413,45885,47310,1245,1128,2711,2515
"331","NEW YORK","SARATOGA",2016,"NY",114094,36091,50913,8606,54575,"R",0.51735742454118,"ages 65+",38722,17450,21272,16992,20692,125,178,31,32,203,262,97,105,17283,21070,167,202,458,580
"332","NEW YORK","SARATOGA",2016,"NY",114094,36091,50913,8606,54575,"R",0.51735742454118,"total",227189,112404,114785,104571,107457,2177,1850,299,247,3094,3198,2204,1990,108671,111390,3733,3395,7833,7328
"333","NEW YORK","SARATOGA",2020,"NY",133556,36091,68471,3780,61305,"D",0.472390888916286,"ages 15-34",54470,27824,26646,25170,24107,816,741,94,72,850,974,870,744,26393,25449,1431,1197,2654,2539
"334","NEW YORK","SARATOGA",2020,"NY",133556,36091,68471,3780,61305,"D",0.472390888916286,"ages 35-64",94627,46646,47981,43640,45103,1045,834,114,110,1353,1427,473,485,45183,46588,1463,1393,3006,2878
"335","NEW YORK","SARATOGA",2020,"NY",133556,36091,68471,3780,61305,"D",0.472390888916286,"ages 65+",44681,20319,24362,19680,23607,194,214,46,38,258,361,138,139,20082,24067,237,295,639,755
"336","NEW YORK","SARATOGA",2020,"NY",133556,36091,68471,3780,61305,"D",0.472390888916286,"total",230298,113444,116854,104986,108667,2561,2279,309,274,3195,3402,2321,2182,109317,113052,4127,3802,8458,8187
"337","NORTH CAROLINA","NASH",2016,"NC",47665,37127,23235,1111,23319,"R",0.500902178115737,"ages 15-34",23120,11611,11509,5836,5619,5184,5355,147,136,167,152,245,241,10563,10523,1048,986,5775,5890
"338","NORTH CAROLINA","NASH",2016,"NC",47665,37127,23235,1111,23319,"R",0.500902178115737,"ages 35-64",37538,17935,19603,10617,10715,6798,8331,168,197,171,171,173,185,16888,18773,1047,830,7318,8888
"339","NORTH CAROLINA","NASH",2016,"NC",47665,37127,23235,1111,23319,"R",0.500902178115737,"ages 65+",16328,6954,9374,4910,6228,1924,2994,40,38,40,51,38,63,6842,9257,112,117,2044,3146
"340","NORTH CAROLINA","NASH",2016,"NC",47665,37127,23235,1111,23319,"R",0.500902178115737,"total",94060,45181,48879,25756,26742,17650,20318,444,480,502,492,778,827,41847,45841,3334,3038,19425,22137
"341","NORTH CAROLINA","NASH",2020,"NC",52271,37127,25947,497,25827,"D",0.498841117163055,"ages 15-34",23643,11858,11785,5795,5623,5414,5535,157,163,179,124,283,333,10698,10693,1160,1092,6063,6162
"342","NORTH CAROLINA","NASH",2020,"NC",52271,37127,25947,497,25827,"D",0.498841117163055,"ages 35-64",36155,17218,18937,9825,9988,6863,8365,175,179,188,205,154,193,16054,17961,1164,976,7393,8949
"343","NORTH CAROLINA","NASH",2020,"NC",52271,37127,25947,497,25827,"D",0.498841117163055,"ages 65+",18188,7775,10413,5266,6546,2359,3683,49,65,47,56,51,62,7623,10256,152,157,2509,3867
"344","NORTH CAROLINA","NASH",2020,"NC",52271,37127,25947,497,25827,"D",0.498841117163055,"total",94859,45345,49514,24972,26144,18460,21312,503,530,537,510,817,994,41708,46099,3637,3415,20373,23370
"345","NORTH CAROLINA","NEW HANOVER",2016,"NC",111905,37129,50979,5582,55344,"R",0.52052707316385,"ages 15-34",66975,32413,34562,26371,27890,4498,4869,186,194,582,700,741,850,30330,32623,2083,1939,6042,6672
"346","NORTH CAROLINA","NEW HANOVER",2016,"NC",111905,37129,50979,5582,55344,"R",0.52052707316385,"ages 35-64",85238,40627,44611,34248,36605,5117,6452,208,252,563,753,450,520,38722,42877,1905,1734,6379,8006
"347","NORTH CAROLINA","NEW HANOVER",2016,"NC",111905,37129,50979,5582,55344,"R",0.52052707316385,"ages 65+",37466,16306,21160,14401,18339,1657,2513,51,58,107,145,79,99,16086,20875,220,285,1905,2821
"348","NORTH CAROLINA","NEW HANOVER",2016,"NC",111905,37129,50979,5582,55344,"R",0.52052707316385,"total",224922,107333,117589,88280,95462,14640,17083,570,694,1514,1874,2212,2343,101155,111568,6178,6021,19053,22127
"349","NORTH CAROLINA","NEW HANOVER",2020,"NC",131830,37129,66138,2361,63331,"D",0.489159567155072,"ages 15-34",67333,32698,34635,26585,28040,4433,4661,188,203,569,653,895,1029,30485,32358,2213,2277,6113,6595
"350","NORTH CAROLINA","NEW HANOVER",2020,"NC",131830,37129,66138,2361,63331,"D",0.489159567155072,"ages 35-64",89375,42383,46992,35992,39044,4971,6171,238,267,636,829,495,638,40140,44799,2243,2193,6391,7948
"351","NORTH CAROLINA","NEW HANOVER",2020,"NC",131830,37129,66138,2361,63331,"D",0.489159567155072,"ages 65+",44982,19491,25491,17207,21990,1956,3016,57,83,147,231,110,159,19177,25079,314,412,2284,3501
"352","NORTH CAROLINA","NEW HANOVER",2020,"NC",131830,37129,66138,2361,63331,"D",0.489159567155072,"total",236613,112364,124249,93005,101707,14461,16871,645,755,1625,1959,2492,2800,105347,117078,7017,7171,19359,22542
"353","NORTH CAROLINA","SCOTLAND",2016,"NC",13928,37165,7319,353,6256,"D",0.460847145488029,"ages 15-34",9115,4783,4332,1895,1772,2091,1766,641,638,42,43,109,113,4574,4205,209,127,2888,2560
"354","NORTH CAROLINA","SCOTLAND",2016,"NC",13928,37165,7319,353,6256,"D",0.460847145488029,"ages 35-64",13441,6722,6719,3203,3195,2635,2582,737,763,63,81,80,94,6526,6601,196,118,3519,3524
"355","NORTH CAROLINA","SCOTLAND",2016,"NC",13928,37165,7319,353,6256,"D",0.460847145488029,"ages 65+",6039,2569,3470,1586,2045,793,1134,162,254,7,8,21,29,2538,3435,31,35,983,1425
"356","NORTH CAROLINA","SCOTLAND",2016,"NC",13928,37165,7319,353,6256,"D",0.460847145488029,"total",35315,17544,17771,7923,8080,6936,6912,2084,2200,157,152,433,421,16937,17302,607,469,9621,9691
"357","NORTH CAROLINA","SCOTLAND",2020,"NC",14775,37165,7186,116,7473,"R",0.509789207995088,"ages 15-34",8814,4692,4122,1779,1641,2020,1685,703,621,51,43,133,130,4509,3986,183,136,2913,2481
"358","NORTH CAROLINA","SCOTLAND",2020,"NC",14775,37165,7186,116,7473,"R",0.509789207995088,"ages 35-64",12453,6295,6158,2984,2848,2427,2361,736,783,62,77,80,85,6083,6030,212,128,3311,3310
"359","NORTH CAROLINA","SCOTLAND",2020,"NC",14775,37165,7186,116,7473,"R",0.509789207995088,"ages 65+",6571,2776,3795,1615,2149,926,1288,198,295,13,19,24,44,2738,3755,38,40,1161,1646
"360","NORTH CAROLINA","SCOTLAND",2020,"NC",14775,37165,7186,116,7473,"R",0.509789207995088,"total",34637,17183,17454,7553,7730,6753,6755,2204,2301,165,165,494,493,16514,16911,669,543,9630,9724
"361","OHIO","LORAIN",2016,"OH",140562,39093,66949,6795,66818,"D",0.499510342610659,"ages 15-34",73502,37694,35808,30712,29489,4637,3804,161,155,660,724,1501,1592,32816,31122,4878,4686,6982,6319
"362","OHIO","LORAIN",2016,"OH",140562,39093,66949,6795,66818,"D",0.499510342610659,"ages 35-64",124176,61338,62838,54479,56425,5255,4489,225,245,608,821,737,831,56801,58183,4537,4655,6859,6413
"363","OHIO","LORAIN",2016,"OH",140562,39093,66949,6795,66818,"D",0.499510342610659,"ages 65+",52959,23262,29697,21664,27589,1219,1613,57,70,191,261,120,151,22163,28441,1099,1256,1598,2108
"364","OHIO","LORAIN",2016,"OH",140562,39093,66949,6795,66818,"D",0.499510342610659,"total",306676,151079,155597,129809,135210,14445,13068,555,578,1785,2134,4387,4491,136095,140662,14984,14935,21270,20387
"365","OHIO","LORAIN",2020,"OH",157437,39093,75667,2250,79520,"R",0.512414055301024,"ages 15-34",74300,38301,35999,30926,29430,4744,3796,145,144,664,754,1805,1835,33025,30826,5276,5173,7375,6569
"366","OHIO","LORAIN",2020,"OH",157437,39093,75667,2250,79520,"R",0.512414055301024,"ages 35-64",121973,60127,61846,53177,55168,5096,4540,226,230,773,941,817,927,54993,56712,5134,5134,6950,6678
"367","OHIO","LORAIN",2020,"OH",157437,39093,75667,2250,79520,"R",0.512414055301024,"ages 65+",60480,26863,33617,24923,31119,1458,1833,78,100,218,353,172,197,25464,31978,1399,1639,1940,2498
"368","OHIO","LORAIN",2020,"OH",157437,39093,75667,2250,79520,"R",0.512414055301024,"total",312172,153762,158410,131430,136956,14666,13259,579,596,2045,2408,4937,5059,137360,141974,16402,16436,22332,21454
"369","OHIO","MAHONING",2016,"OH",115072,39099,57381,4075,53616,"D",0.483040082164383,"ages 15-34",54890,28308,26582,21553,20009,5513,5309,71,88,328,311,821,848,25792,24749,2516,1833,6755,6573
"370","OHIO","MAHONING",2016,"OH",115072,39099,57381,4075,53616,"D",0.483040082164383,"ages 35-64",91420,44904,46516,38097,38567,5801,6871,160,121,374,435,452,499,42341,44657,2563,1859,6807,7949
"371","OHIO","MAHONING",2016,"OH",115072,39099,57381,4075,53616,"D",0.483040082164383,"ages 65+",46033,19617,26416,17456,23081,1922,3026,32,50,101,122,102,136,19166,25874,451,542,2161,3335
"372","OHIO","MAHONING",2016,"OH",115072,39099,57381,4075,53616,"D",0.483040082164383,"total",230263,112291,117972,90881,94702,17532,19258,302,295,971,1082,2549,2585,104999,112072,7292,5900,21410,23270
"373","OHIO","MAHONING",2020,"OH",118966,39099,57641,1422,59903,"R",0.509621928809637,"ages 15-34",54385,28534,25851,21407,19258,5716,5176,70,88,320,316,993,997,25529,23776,3005,2075,7127,6593
"374","OHIO","MAHONING",2020,"OH",118966,39099,57641,1422,59903,"R",0.509621928809637,"ages 35-64",84784,41794,42990,35257,35561,5427,6327,179,120,408,416,504,542,38688,40877,3106,2113,6537,7429
"375","OHIO","MAHONING",2020,"OH",118966,39099,57641,1422,59903,"R",0.509621928809637,"ages 65+",49996,21751,28245,19315,24567,2156,3284,46,65,112,147,115,165,21167,27572,584,673,2436,3678
"376","OHIO","MAHONING",2020,"OH",118966,39099,57641,1422,59903,"R",0.509621928809637,"total",226075,111016,115059,89128,91938,17527,18776,343,320,1015,1072,2926,2880,102335,108389,8681,6670,21888,23121
"377","OHIO","MONTGOMERY",2016,"OH",258301,39113,122016,12376,123909,"R",0.503848734370235,"ages 15-34",141204,70499,70705,50409,49307,15476,16963,218,171,2085,1849,2246,2374,67775,68209,2724,2496,20090,21398
"378","OHIO","MONTGOMERY",2016,"OH",258301,39113,122016,12376,123909,"R",0.503848734370235,"ages 35-64",201173,96643,104530,74717,77890,18358,22183,320,267,1996,2530,1208,1599,94350,102345,2293,2185,21926,26640
